Id,Source,Translation,Comment,Modified
JWK-FM-RadioTowers-Control,"Radio towers are always guarded by an enemy garrison. To take control, the resistance has to simply secure the area by clearing its garrison.",라디오 타워는 항상 적의 수비대에 의해 보호됩니다. 통제하려면 저항은 주둔지를 청소함으로써 단순히 지역을 확보해야합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-RadioTowers-Intro,"Radio towers are used to enable communication for the controlling faction and jam opposing forces. All radio towers need to be either neutralized or controlled by the resistance to achieve victory. Towers may be destroyed, in which case neither side will control it. This also counts towards campaign progress.","라디오 타워는 통제 진영과 잼 반대 세력을 통신하는 데 사용됩니다. 모든 라디오 타워는 승리를 달성하기 위해 저항에 의해 중화되거나 제어되어야합니다. 탑이 파괴 될 수 있으며,이 경우 어느 쪽도이를 제어하지 않습니다. 이것은 또한 캠페인 진행에 중요합니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-RaisingSupport-Intro,"Gaining support is a process which takes time. Most actions will not yield immediate result, but will resonate over time instead. For example, if you place posters, it takes some time for them to be noticed. If you donate supplies, it takes some time for the word to spread around, and so on. You can inspect towns on the map to view currently active effects and their expiration time. Once an effect expires, it will stop attracting new supporters and will be removed.<br/><br/>There are multiple ways to gain support, including:<br/><br/>- <b>direct agitation</b> by approaching and talking to individual persons<br/><br/>- placing up <b>propaganda posters</b> to increase visibility and awareness<br/><br/>- <b>donating supplies</b> to townsfolk <br/><br/>Some methods are described in detail in their dedicated Field Manual pages.","지원을 얻는 것은 시간이 걸리는 과정입니다. 대부분의 행동은 즉각적인 결과를 얻지 못하지만 대신 시간이 지남에 따라 공명합니다. 예를 들어, 포스터를 배치하면 눈에 띄는 데 시간이 걸립니다. 소모품을 기부하면 단어가 퍼지는 데 시간이 걸립니다. 지도에서 도시를 검사하여 현재 활성 효과와 만료 시간을 볼 수 있습니다. 효과가 만료되면 새로운 지지자 유인을 멈추고 제거 될 것입니다. <br/> <br/> <br/>- <b> 직접 교반 </b>는 개별 사람들에게 접근하고 대화하여 <br/>- <br <br <br <br <br <br <br <br <br, <br <br <br <br <br/b>를 포함하여 지원을 얻는 여러 가지 방법이 있습니다. 소모품 </b> to townsfolk <br/> <br/> 일부 방법은 전용 필드 매뉴얼 페이지에 자세히 설명되어 있습니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Recruits-Intro,You can recruit <b>resistance fighters</b> at <b>HQ hideouts</b> existing in the world or <b>living areas</b> constructed by players at the resistance operating bases. Recruited fighters can be <b>commanded</b> as members of your squad.,<b> 저항 전투기 </b> <b> HQ Hideouts </b> 세계에 존재하는 </b> 또는 저항 운영 기지에서 플레이어가 제작 한 <b> 거실 </b>를 모집 할 수 있습니다. 모집 된 전투기는 분대원으로 <b> 명령을받을 수 있습니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-RepairStations-Intro,"Repair stations allow to repair vehicles of relevant category. To repair ground vehicles, build a <b>vehicle maintenance ramp</b>. To repair helicopters, build a <b>service helipad</b>. Follow base game mechanics to carry out the repairs - equip yourself with a wrench and approach the damaged elements until you see a relevant action. The repairs will consume resources stored at the location.",수리 스테이션을 사용하면 관련 카테고리의 차량을 수리 할 수 있습니다. 지상 차량을 수리하려면 차량 유지 보수 경사로를 건설하십시오. 헬리콥터를 수리하려면 <b> 서비스 Helipad </b>을 구축하십시오. 기본 게임 메커니즘을 따라 수리를 수행하십시오. 렌치를 장비하고 관련 조치가 보일 때까지 손상된 요소에 접근하십시오. 수리는 그 위치에 저장된 리소스를 소비합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-ResistanceTraders-Intro,"Traders can be found at <b>resistance hideouts</b> and usually offer some interesting and illegal items for purchase. They will also collect enemy dogtags from you, in exchange for money.",거래자는 <b> 저항 은신처에서 찾을 수 있으며 일반적으로 흥미롭고 불법적 인 품목을 구매할 수 있습니다. 그들은 또한 돈을 대가로 당신에게서 적의 도그 타그를 모을 것입니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Respawn-Intro,"After joining the fight for the first time, or an unfortunate death, player will be faced with the <b>deployment map tool</b>. In this view, they can select the respawn location they wish to use. If there is no location available, player has to wait until remaining players reenable respawn availability. If there are no remaining players alive, the campaign will fail.","처음으로 싸움에 합류하거나 불행한 사망 후 플레이어는 <b> 배포 맵 도구 </b>에 직면하게됩니다. 이 관점에서, 그들은 사용하려는 Respawn 위치를 선택할 수 있습니다. 사용 가능한 위치가 없으면 플레이어가 나머지 플레이어를 다시 활성화 할 때까지 기다려야합니다. 남은 플레이어가 살아 있지 않으면 캠페인이 실패합니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Respawn-OperatingBases,"Spawning at <b>operating bases</b> consumes certain amount of resources, depending on the <b>operating base</b> type. Respawn cost, along with available resources at the base, is always shown in the <b>deployment map tool</b>.<br/><br/>Spawned character will have a mix of resistance clothes and no equipment at all.",<b> 운영 기지에서 산란은 <b> 운영 기지 </b> 유형에 따라 일정량의 자원을 소비합니다. 기본의 가용 리소스와 함께 Respawn 비용은 항상 <b> 배포 맵 도구 </b>에 표시됩니다. <br/> <br/> 스폰 된 캐릭터에는 저항 의류가 혼합되어 있으며 장비가 전혀 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Respawn-Towns,"To spawn in a town, there must be at least one <b>supporter</b> in local population. By spawning, the player takes control of a civilian character that is taken away from the supporters amount. Town population is not affected by this.<br/><br/>Spawned character will have civilian clothes, a basic handgun, a map and some bag.","마을에서 스폰 되려면 지역 인구에 적어도 하나의 지지자가 있어야합니다. 산란을 통해 플레이어는 지지자 금액에서 빼앗는 민간인 캐릭터를 제어합니다. 마을 인구는 이것의 영향을받지 않습니다. <br/> <br/> 스폰 된 캐릭터는 민간의 옷, 기본 권총,지도 및 가방을 가질 것입니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Resting-Healing,"Depending on your difficulty settings, resting may heal player characters. Damage is healed in full, independently of the rest duration.",난이도 설정에 따라 휴식은 플레이어 캐릭터를 치료할 수 있습니다. 나머지 기간과 독립적으로 손상이 완전히 치유됩니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Resting-Intro,"You can use most beds found in the world to <b>rest</b>. Resting advances time, which is useful if you want to skip night-time or, to the contrary, you want to carry out an assault in the dark.<br/><br/>To rest, you have to interact with a bed and select resting duration in the menu. In multiplayer, all players spawned in-world need to get near beds and confirm their readiness to rest. It is not possible to change planned rest duration while players are waiting. To do so, all players must cancel their readiness (or exit resting menu), which will clear currently planned rest.<br/><br/>Once all required players are ready, a timelapse will occur, fast-forwarding by selected duration.",당신은 세계에서 발견되는 대부분의 침대를 <b> rest </b>에 사용할 수 있습니다. 휴식 시간은 야간을 건너 뛰고 싶거나 반대로 어둠 속에서 폭행을 수행하려는 경우 유용합니다. <br/> <br/> 휴식을 취하려면 침대와 상호 작용하고 메뉴에서 휴식 시간을 선택해야합니다. 멀티 플레이어에서 모든 플레이어가 세상 근처에 닿아 휴식을 취할 준비를 확인해야합니다. 플레이어가 기다리는 동안 계획된 휴식 시간을 변경할 수 없습니다. 이렇게하려면 모든 플레이어는 현재 계획된 휴식을 취소 할 준비를 취소해야합니다. <br/> <br/> 일단 필요한 모든 플레이어가 준비되면 Timelapse가 발생하여 선택된 기간에 따라 빠르게 진행됩니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Resting-Requirements,"Each player needs to have a <b>wristwatch</b> in order to wake up at the planned time.<br/><br/>Additionally:<br/>- character cannot be wanted<br/>- if character is in combat attire, there cannot be enemies nearby<br/>- bed cannot be in illegal area",각 플레이어는 계획된 시간에 깨어나려면 <b> 손목 시계 </b>를 가져야합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Saving-Character,"Your character position and inventory is fully saved. On return you will spawn at the same location you have exited, so make sure to exit the game while in a safe location!<br/><br/>If your character dies, their body will be persisted after you disconnect or exit, enabling you to return to it. But if you lose your next character, the previous body will be removed - only the last body is preserved.<br/><br/>Your AI subordinates are saved with your character. In multiplayer they will join and leave the server with you.",캐릭터 위치와 인벤토리가 완전히 저장되었습니다. 귀환하면 당신이 종료 한 것과 같은 위치에서 스폰 될 것입니다. 따라서 안전한 위치에있는 동안 게임을 종료하십시오! <br/> <br/> 캐릭터가 죽으면 차단을 끊거나 나가면 몸이 지속됩니다. 그러나 다음 캐릭터를 잃으면 이전 몸이 제거됩니다. 마지막 몸만 보존됩니다. <br/> <br/> AI 부하 직원은 캐릭터와 함께 저장됩니다. 멀티 플레이어에서는 서버에 합류하여 서버를 떠날 것입니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Saving-Enemies,"Specific enemy characters are not saved, so if you exit the game while surrounded by enemies, they will be gone after you load the game. Garrison compositions are however saved, which means if you attack a place of interest and eliminate a single enemy, that specific character will not automatically reappear. If you clear a location, but do not capture it, it will remain empty after the load - of course, unless enemy reinforcements arrive!<br/><br/>This means that every fight counts and you can effectively clear garrisons by war of attrition, small chunks at a time.","특정 적 캐릭터는 저장되지 않으므로 적에게 둘러싸인 동안 게임을 종료하면 게임을로드 한 후에 사라질 것입니다. 그러나 수비대 구성은 저장되므로 관심있는 장소를 공격하고 단일 적을 제거하면 특정 캐릭터가 자동으로 다시 나타나지 않습니다. 위치를 정리하지만 캡처하지 않으면 적의 강화가 도착하지 않는 한 부하 후에는 비어있을 것입니다. <br/> <br/> 이것은 모든 싸움이 중요하며 한 번에 작은 덩어리, 작은 덩어리에 의해 전쟁의 전쟁에 의해 효과적으로 수비를 청소할 수 있음을 의미합니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Saving-Intro,"Freedom Fighters is a semi-persistent scenario, which means that overall game progress is saved, but not the exact state of the world. Global save is performed periodically every 10 minutes to protect players from losing progress due to a fatal crash, and on every server exit (or closing the game in single player). In multiplayer, the player profile is saved on player disconnect.",Freedom Fighters는 반세제 시나리오로서 전반적인 게임 진행이 절약되지만 세계의 정확한 상태는 아님을 의미합니다. 치명적인 충돌로 인해 플레이어가 진행 상황을 잃지 않고 모든 서버 종료 (또는 싱글 플레이어에서 게임을 닫음)에서 플레이어가 진행 상황을 잃지 않도록 10 분마다 주기적으로 수행됩니다. 멀티 플레이어에서는 플레이어 프로파일이 플레이어 연결 해제에 저장됩니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Saving-Vehicles,"Vehicles found in the world are not persistent by default - regardless whether you capture them on the go, or hijack from a parking spot. To preserve a vehicle during save/load, you have to assign it to a parking spot in a <b>garage</b> or a <b>helipad</b> at a controlled <b>operating base</b>.<br/><br/>If you abandon a vehicle in the world and get sufficiently far away, it may be gone once you get back! Assigning the vehicle to a parking spot also prevents this. Additionally, you will be able to recover the vehicle from far away.<br/><br/>Note that claiming <b>ownership</b> of a vehicle does not affect its persistence.","세계에서 발견되는 차량은 기본적으로 지속적이지 않습니다. 이동 중에 캡처하거나 주차 장소에서 납치하든 관계없이 기본적으로 지속되지 않습니다. 저장/로드 중에 차량을 보존하려면 <b> 차고 </b> 또는 <b> helipad </b>의 주차 장소에 지정해야합니다. 차량을 주차 장소에 할당하면이를 방지합니다. 또한, 당신은 멀리 떨어진 곳에서 차량을 회수 할 수 있습니다. <br/> <br/> 차량의 <b> 소유권 </b>는 그 지속성에 영향을 미치지 않는다는 점에 유의하십시오.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Shops-Intro,"Various civilian shops can be found in the world, offering diverse assortment of goods. At general shops, you can buy various items intended for tourism, which are also incidentally useful if you plan to conduct guerilla warfare - such as compasses, watches or binoculars. Clothing shops may be useful if you want to get rid of your uniform and blend into the crowd. If you intend to be shot, make sure to visit the pharmacy beforehand.<br/><br/>While item stocks are limited, they usually get replenished before next business day begins. Shops will not want to serve you if you are <b>wanted</b>. Also keep in mind the current time of day - each shop has specific business hours, outside of which you will not be served.","다양한 민간 상점을 발견하여 다양한 상품을 제공합니다. General Shops에서는 관광을위한 다양한 품목을 구입할 수 있습니다. 관광, 시계 또는 쌍안경과 같은 게릴라 전쟁을 계획하는 경우 우연히 유용합니다. 의류 상점은 유니폼을 없애고 군중에 섞이려면 유용 할 수 있습니다. 총에 맞으려고한다면 약국을 미리 방문하십시오. <br/> <br/> 품목 주식은 제한되어 있지만 일반적으로 다음 영업일이 시작되기 전에 보충됩니다. 당신이 원하는 </b>라면 상점은 당신에게 서비스를 제공하고 싶지 않을 것입니다. 또한 현재 시간을 명심하십시오. 각 상점에는 특정 영업 시간이 있으며 외부에는 제공되지 않습니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Storages-Intro,"Storages are always the first construction to be raised in an operating base. They store resources of different types and make them available to use within a base. Different to base game supply system, resources in <b>Freedom Fighters</b> are not vicinity based and cannot be used directly from trucks and other sources.<br/><br/>As the resources for construction are pulled from the base pool, the first supply storage in a base can be constructed without spending any resources.<br/><br/>Resources in storage are persistent and do not expire or decay.",Storages는 항상 운영 기반에서 제기 된 최초의 구조입니다. 그들은 다른 유형의 자원을 저장하고 기지 내에서 사용할 수있게합니다. 기본 게임 공급 시스템과는 달리 <b> Freedom Fighters의 자원은 인근이 아니며 트럭 및 기타 소스에서 직접 사용할 수 없습니다. <br/> <br/> 기본 풀에서 건설을위한 리소스가 가져 오기 때문에 기본의 첫 번째 공급 저장소는 자원을 소비하지 않고 건설 할 수 있습니다. <br/> 스토리지의 리소스는 지속되며 만료되거나 부담하지 않습니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-StrategyGuide-Intro,"Start by completing the <b>introductory storyline</b>. By the end of it, you should have established your first <b>FOB</b> and learned how to earn money by collecting enemy <b>dogtags</b>, as well as how to raise support by hanging <b>propaganda posters</b>.<br/><br/>Your next priority should be to <b>establish a network of hideouts</b> across all towns. To do this, you need to increase support in each of them. Don’t focus on a single location — instead, spread your efforts: hang posters in town A, donate supplies in town B, move on to town C, and eventually return to A. This rotation helps avoid diminishing returns and keeps the threat level moderately low.<br/><br/>Placing posters and talking to people may not be enough in towns with larger populations. The most effective method is <b>donating supplies</b>, which at this point can be obtained in one of the following ways:<br/>- <b>Purchase with money at ports</b>: Earn money by turning in dogtags, completing resistance missions, or selling loot at shops.<br/>- <b>Raid an enemy factory</b>: Go in guns blazing, or infiltrate undercover and casually drive off with the cargo.<br/>- <b>Ambush enemy transports</b>: Enemy trucks may carry varying amounts of supplies.<br/>- <b>Loot enemy checkpoints</b>: Occasionally, you may find a pile of supplies nearby.<br/><br/>Every new hideout will make your life a little easier — reducing travel time to resupply, pick up posters, or report mission progress. Once your hideouts are established, stock them with supplies, including your <b>HQ</b>. Resupplied hideouts enable the resistance to dispatch fighters who can assist in capturing key points of interest.<br/><br/>In the meantime, consider capturing <b>radio and radar sites</b>, which will help you consolidate your control over territory. This makes traveling safer, as enemy patrols will only appear in zones still under their control.<br/><br/>Now you’re ready to capture an <b>enemy factory</b>. Choose one near your FOB, or establish a new one. Make sure it's stocked with weapons, ammunition, and medical items — either bring them manually or provide enough supplies so they can be purchased from the armory, medical tent, or other facilities. Set up a garage and park at least two vehicles. Whether you’re playing solo or with others, you can also build a living area to command a squad of recruits during the assault.<br/><br/>Proceed to the factory and <b>clear the enemy garrison</b>. You’ll likely face heavy resistance, but you can tackle it in stages. If you’re playing solo, consider using a sniper rifle to harass enemies from a distance, frequently changing position to avoid detection. In other situations, a frontal assault with AI squadmates may be effective.<br/><br/>Once you clear the garrison and enter the factory area, a <b>battle will begin</b>. Thanks to your hideout network, friendly fighters should arrive to help even the odds. If your character is killed, you’ll be able to quickly respawn at your FOB, grab a vehicle, and return to the battle before it’s lost.<br/><br/>Getting supplies becomes much easier once you’ve captured your first factory. It will passively produce new supplies each day, which you can transport to your FOBs, hideouts, or donate to towns. Factories continue production even when you skip time by resting in beds, so you can use this mechanism at moments of downtime. You should now focus on capturing additional factories to maximize your <b>production throughput</b>.<br/><br/>Once you have a steady surplus of supplies, you can start taking over towns and military bases using the same process — ultimately leading to the <b>liberation of all territories</b> and <b>victory in the campaign</b>.","<b> 소개 스토리 라인을 완성하여 시작하십시오. 결국, 당신은 첫 <b> fob </b>를 설립하고 적 <b> dogtags </b>를 수집하여 돈을 벌 수있는 방법을 배웠으며 <b> 선전 포스터 </b> <br/> <br/> <br/> <br/> 다음 우선 순위는 <b> 모든 도시를 가로 지르는 네트워크를 설정해야합니다. 이를 위해서는 각각의 지원을 늘려야합니다. 단일 위치에 초점을 맞추지 마십시오. 대신 노력을 전하십시오 : 마을 A에서 포스터를 끊고, B 타운 B에서 공급품을 기부하고, C 타운 C로 이동하고, A로 돌아갑니다.이 회전은 수익 감소를 피하고 위협 수준을 적당히 낮게 유지하는 데 도움이됩니다. <br/> <br/> 포스터를 배치하고 사람들과 대화하는 것이 충분하지 않을 수 있습니다. 가장 효과적인 방법은 <b> 공급품을 기부하는 것입니다. 화물. <br/>- <b> 매복 적 교통 </b> : 적의 트럭은 다양한 양의 소모품을 운반 할 수 있습니다. <br/>- <b> 적의 검문소를 약탈 할 수 있습니다. 은신처가 설립되면 <b> hq </b>를 포함한 소모품을 구입하십시오. Resupplied Hideouts를 사용하면 핵심 관심 지점을 캡처하는 데 도움을 줄 수있는 파견 전투기에 저항 할 수 있습니다. <br/> <br/> 그 동안 <b> 라디오 및 레이더 사이트 </b> 캡처를 고려하여 영토에 대한 통제를 통합하는 데 도움이됩니다. 적의 순찰은 여전히 통제하에있는 구역에만 나타날 것이기 때문에 여행을 더 안전하게 만듭니다. <br/> <br/> 이제 <b> 적 공장 </b>를 포착 할 준비가되었습니다. FOB 근처에서 하나를 선택하거나 새 것을 설정하십시오. 무기, 탄약 및 의료 품목이 장착되어 있는지 확인하십시오. 수동으로 가져 오거나 충분한 용품을 제공하여 Armory, Medical Tent 또는 기타 시설에서 구입할 수 있습니다. 차고를 설치하고 최소 2 대의 차량을 주차하십시오. 솔로를하든 다른 사람들과 함께하든, 폭행 중에 신병 분대를 명령하기 위해 거실 공간을 건설 할 수도 있습니다. <br/> <br/> 공장으로 진행하여 <b> 적의 개리슨을 청소하십시오 </b>. 무거운 저항에 직면 할 수는 있지만 단계적으로 다룰 수 있습니다. 솔로를하고 있다면 저격 소총을 사용하여 멀리서 적을 괴롭 히고 탐지를 피하기 위해 자주 변화하는 위치를 고려하십시오. 다른 상황에서는 AI 분대원들과의 정면 폭행이 효과적 일 수 있습니다. <br/> <br/> 주둔지를 비우고 공장 지역에 들어가면 A <b> 전투가 시작됩니다 </b>. 은신처 네트워크 덕분에 친절한 전투기가 도착하여 확률조차 도와야합니다. 캐릭터가 죽으면 FOB에서 빨리 뿌리를 내리고 차량을 잡고 잃어 버리기 전에 전투로 돌아갈 수 있습니다. <br/> <br/> 첫 공장을 캡처 한 후에는 용품을 얻는 것이 훨씬 쉬워집니다. 매일 수동적으로 새로운 공급품을 생산하며, 이는 FOB, 은신처로 운송하거나 도시로 기부 할 수 있습니다. 공장은 침대에서 쉬어 시간을 건너 뛰더라도 생산을 계속하므로 다운 타임 순간 에이 메커니즘을 사용할 수 있습니다. 이제 <b> 생산 처리량을 극대화하기 위해 추가 공장을 캡처하는 데 집중해야합니다. <br/> <br/> 일단 꾸준한 공급품이 있으면 동일한 과정을 사용하여 마을과 군사 기지를 인수 할 수 있습니다. 궁극적으로 모든 영토의 <b> </b> victory </b> </b> <b>.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-AmbulancesMedics,"Passing ambulances may contain significant amounts of medical items, including epinephrine, in their trunks. Medics may also carry epinephrine.",통과 구급차에는 트렁크에 에피네프린을 포함한 상당한 양의 의료 품목이 포함될 수 있습니다. 의료진은 또한 에피네프린을 운반 할 수도 있습니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-BattleTaxi,"Before trying to capture an enemy base, build a FOB nearby and stock it with resources to respawn there. Place a garage and assign a vehicle that will act as a taxi. Even if your entire squad dies and the vehicle stays left on the battlefield, you will be able to recover it remotely from the FOB. In this manner you will be able to deliver reinforcements sustainably.",적의 기지를 포착하려고 노력하기 전에 근처에 FOB를 만들어 그곳에서 자원으로 재고를 구입하십시오. 차고를 놓고 택시 역할을하는 차량을 배정하십시오. 분대 전체가 죽고 차량이 전장에 남아 있더라도 FOB에서 원격으로 회복 할 수 있습니다. 이런 식으로 당신은 보강재를 지속적으로 제공 할 수 있습니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-BloodiedClothes,"Bloodied clothes will make you wanted on sight. If your clothes are bloodied, you will see a hint on the inventory screen.",피 묻은 옷은 당신이 시야를 원하게 만들 것입니다. 옷에 피를 흘리면 재고 화면에 힌트가 표시됩니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-CallEnemyQrf,"You can use public payphones to report resistance activity and lure the enemy into an ambush, or provoke a battle.",공공 페이폰을 사용하여 저항 활동을보고하고 적을 매복에 유인하거나 전투를 유발할 수 있습니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-CivilianClothes,"You can purchase civilian clothes in a clothing shop. It may be useful to store a few sets at your military base, so you can disguise as a civilian after respawning.","의류 상점에서 민간 옷을 구입할 수 있습니다. 군용 기지에 몇 세트를 저장하는 것이 유용 할 수 있으므로, 호환 후 민간인으로 변장 할 수 있습니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-Epinephrine,"Make sure to have at least one dose of epinephrine on you. It can be self-administered if you get downed, which is crucial for lone wolfs.",당신에게 적어도 하나의 에피네프린을 투여해야합니다. 당신이 쓰러지면 자체 관리 될 수 있습니다. 이는 고독한 늑대에게 중요합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-HideoutsDanger,"The HQ will be shut down and moved to a new location if you endanger it. Any stocked supplies will be lost in the process, wasting the resistance efforts.",본사는 폐쇄되어 새 위치로 이동하면 위험에 처하게됩니다. 재고 공급품은 그 과정에서 손실되어 저항 노력을 낭비합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-HijackEnemyVehicles,"You can capture enemy APCs or helicopters in the early game. Scout the location and ask for distraction at the other side of the enemy compound. Disguise yourself in enemy uniform to enter the illegal zone freely and hijack the vehicle, while everyone's attention is elsewhere.","초기 게임에서 적 APC 또는 헬리콥터를 캡처 할 수 있습니다. 위치를 정찰하고 적 화합물의 반대편에서주의를 산만하게하십시오. 적의 유니폼으로 자신을 위장하여 불법 지역에 자유롭게 들어가서 차량을 납치하는 반면, 모든 사람의 관심은 다른 곳에 있습니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-HitAndRun,"Enemy garrisons will usually outnumber you or your group, but don't worry - every attack and every eliminated enemy counts, and eventually you will win the war of attrition. Apply hit & run tactics - approach a base, snipe a few enemies, send a rocket and vanish in the woods. Rinse and repeat.","적 수비대는 일반적으로 당신이나 당신의 그룹보다 우수하지만 걱정하지 마십시오. 히트 앤 런 전술을 적용하십시오 -베이스에 접근하고, 적을 으르렁 거리며, 로켓을 보내고 숲에서 사라집니다. 헹구고 반복하십시오.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-Intro,"- You are facing a regular, well equipped army. Going into fights head on may be tempting, but you are inevitably going to be overrun, or pinned down without an exit.<br/><br/>- Take inspiration from real world guerilla warfare. Employ hit and run tactics, don't be afraid to break contact and run away to come back later.","- 당신은 규칙적이고 잘 갖추어 진 군대에 직면하고 있습니다. 싸움에 들어가는 것은 유혹이 될 수 있지만, 당신은 필연적으로 오버런을 퇴치하거나 출구없이 고정 될 것입니다. <br/> <br/>- 실제 Guerilla Warfare에서 영감을 얻으십시오. 히트 앤 런 전술을 사용하고, 접촉을 깨고 나중에 돌아 오기 위해 도망가는 것을 두려워하지 마십시오.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-RadioContact,You can use any handheld radio to contact the resistance officer if you are within signal range of a controlled radio site. Remember to tune your radio to correct frequency according to the time table.,제어 된 무선 사이트의 신호 범위 내에있는 경우 핸드 헬드 라디오를 사용하여 저항 책임자에게 연락 할 수 있습니다. 시간 테이블에 따라 라디오를 조정하여 주파수를 올바르게해야합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-StealFactorySupplies,"You can also steal supplies from an enemy factory without capturing it. Likewise, create distraction, drive up in an enemy cargo truck while disguised, load supplies and get away quickly!","당신은 또한 그것을 포착하지 않고 적 공장에서 공급품을 훔칠 수도 있습니다. 마찬가지로, 산만하게 만들고, 위장하는 동안 적의화물 트럭에서 운전하고, 공급을 적재하고, 빨리 도망 갈 수 있습니다!",,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-StockingHideouts,Make sure to stock your hideouts fully before attempting to capture a town or a military base. The supplies will allow friendlies to take part in the battle.,마을이나 군사 기지를 점령하기 전에 은신처를 완전히 비축하십시오. 이 용품은 친근감이 전투에 참여할 수있게 해줄 것입니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Tips-WayOut,"Do not get into a fight if you don't have a way out. Situation usually escalates very quickly and you may find yourself surrounded and overwhelmed, even if you had upper hand at the start. Have an exit strategy and don't be afraid to break contact. You can always come later and try again.",탈출구가 없다면 싸움에 빠지지 마십시오. 상황은 일반적으로 매우 빨리 확대되며 처음에 우위를 차지하더라도 자신을 둘러싸고 압도 당할 수 있습니다. 출구 전략을 세우고 접촉을 깨는 것을 두려워하지 마십시오. 항상 나중에 와서 다시 시도 할 수 있습니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Towns-Control,"To control a town, the resistance has to have a certain amount of <b>supporters</b> among the town residents. Detailed information is always shown in the town info panel.<br/>Raising support is enough to control <b>villages</b>, but in case of bigger settlements, enemy forces will not stay indifferent. When the town's <b>threat</b> level gets sufficiently high, occupier will attempt to pacify the town and a <b>battle</b> will begin. As a result, the winning side will take control over the town.<br/><br/>Be vary that the resistance will <b>lose control</b> over a town if the population support falls below certain threshold.","마을을 통제하려면 저항은 마을 주민들 사이에 일정량의 <b> 지지자 </b>가 있어야합니다. 자세한 정보는 항상 타운 정보 패널에 나와 있습니다. <br/> 지원 제기는 마을을 통제하기에 충분하지만, 더 큰 정착지의 경우 적군은 무관심하지 않습니다. 마을의 <b> 위협 </b> 레벨이 충분히 높아지면, 점유자는 마을을 진정 시키려고 시도하고 <b> 전투 </b>가 시작됩니다. 결과적으로, 승리 측은 도시를 통제 할 것입니다. <br/> <br/> 인구 지원이 특정 임계 값 아래로 떨어지면 저항이 마을에 대한 통제력을 잃게 될 것입니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Towns-Intro,"Towns are key places for your revolution. Most importantly, they are the home of the local population, which support is desperately needed. Towns come in three sizes: <b>villages</b>, <b>towns</b> and <b>cities</b>, based on the number of residents and their infrastructure.","마을은 당신의 혁명의 주요 장소입니다. 가장 중요한 것은 지역 인구의 고향이며, 지원은 필사적으로 필요합니다. 마을은 주민의 수와 그 인프라를 기준으로 <b> 마을, <b> 도시 및 <b> 도시 </b>의 세 가지 크기로 제공됩니다.",,03 Aug 2025 17:21:43 +0200
